"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL10991","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","121.748950110896","20160314",0.920830878165023
"BNL10401","PA-PNM","SVC_HR-1024i","ALBIAD","Albizia","adinocephala","sunlit","80.4439434395519","20160213",0.903853270000817
"BNL11004","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","175.026670948942","20160314",0.858668468271011
"BNL10402","PA-PNM","SVC_HR-1024i","CAL2CA","Calycophyllum","candidissimum","sunlit","126.151706379077","20160213",0.919117001214871
"BNL11055","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","115.346330886994","20160314",0.877088715125286
"BNL10403","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","134.313416060925","20160213",0.887860488337215
"BNL11062","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","100.185000848391","20160314",0.823032345753244
"BNL10404","PA-PNM","SVC_HR-1024i","CAL2CA","Calycophyllum","candidissimum","sunlit","127.259674655176","20160213",0.927180001652954
"BNL11063","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","105.869943173515","20160314",0.906048033185249
"BNL10405","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","102.614697977629","20160213",0.91528460037673
"BNL11064","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","84.2156242964871","20160314",0.927610792272652
"BNL10406","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","122.351325260659","20160213",0.919278457279051
"BNL11065","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","102.073019839183","20160314",0.884623597464178
"BNL10407","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","128.370816055707","20160213",0.912915398890029
"BNL11066","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","84.3970996618613","20160314",0.872934867685048
"BNL10408","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","118.62153397545","20160213",0.944579831416392
"BNL11070","PA-PNM","SE_PSRPlus","LUEHSE","Luehea","seemannii","sunlit","395.413749496219","20160314",0.944470019422089
"BNL10409","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","69.4999164605506","20160213",0.930784059518782
"BNL11071","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","56.4696557926499","20160314",0.911553347181314
"BNL10410","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","133.420806500807","20160213",0.907703701323269
"BNL11072","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","375.846628173297","20160314",0.914968251907779
"BNL10411","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","109.564346998494","20160213",0.909421134929047
"BNL11073","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","121.473320213813","20160314",0.878077340831476
"BNL10412","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","118.470196843671","20160213",0.946187090575727
"BNL11074","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","256.481175878349","20160314",0.885774555751108
"BNL10413","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","103.761264202707","20160213",0.92374872965256
"BNL11076","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","526.027259460979","20160314",0.911769217423526
"BNL10414","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","133.914796364898","20160213",0.907373569530475
"BNL11077","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","87.3633489895614","20160314",0.922411469330145
"BNL10415","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","421.883163287182","20160213",0.948879619303217
"BNL11078","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","687.691196240707","20160314",0.919932402528242
"BNL10416","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","285.515325560296","20160213",0.951094767977786
"BNL11079","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","270.5073798534","20160314",0.932913837464719
"BNL10417","PA-PNM","SVC_HR-1024i","CAL2CA","Calycophyllum","candidissimum","sunlit","111.589327630794","20160213",0.917392209273521
"BNL11081","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","52.613683765227","20160314",0.916491232425894
"BNL10418","PA-PNM","SVC_HR-1024i","CORDAL","Cordia","alliodora","sunlit","306.595945321738","20160213",0.900620942230895
"BNL11082","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","40.1575240873325","20160314",0.907393222090556
"BNL10419","PA-PNM","SVC_HR-1024i","CORDAL","Cordia","alliodora","sunlit","143.66634134688","20160213",0.919794042599828
"BNL11083","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","92.2419763909726","20160314",0.90086687282423
"BNL10420","PA-PNM","SVC_HR-1024i","CORDAL","Cordia","alliodora","sunlit","210.080463864323","20160213",0.919073632897772
"BNL11087","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","86.9771004032866","20160314",0.896655837287711
"BNL10421","PA-PNM","SVC_HR-1024i","ALBIAD","Albizia","adinocephala","sunlit","79.9962507401958","20160213",0.856900500406902
"BNL11090","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","104.998439478427","20160314",0.906035800226063
"BNL10422","PA-PNM","SVC_HR-1024i","ALBIAD","Albizia","adinocephala","sunlit","123.428039385009","20160213",0.891999585404124
"BNL11092","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","293.665316877548","20160314",0.930891736973569
"BNL10423","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","323.774443909577","20160213",0.950958905887314
"BNL11093","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","145.141797947952","20160314",0.840276486701671
"BNL10424","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","424.58514575483","20160213",0.947368329749996
"BNL11094","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","120.911238884054","20160314",0.925994846623492
"BNL10425","PA-PNM","SVC_HR-1024i","ANACEX","Anacardium","excelsum","sunlit","81.6279301054462","20160213",0.923143301598204
"BNL11098","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","167.51761982217","20160314",0.87118178475256
"BNL10426","PA-PNM","SVC_HR-1024i","ANACEX","Anacardium","excelsum","sunlit","79.047256570657","20160213",0.915560430181137
"BNL11099","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","113.017758774577","20160314",0.904093164935597
"BNL10427","PA-PNM","SVC_HR-1024i","ANACEX","Anacardium","excelsum","sunlit","66.1790546386751","20160213",0.913220706317733
"BNL11100","PA-PNM","SE_PSRPlus","LUEHSE","Luehea","seemannii","sunlit","332.838430709097","20160314",0.948428545386385
"BNL10433","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","101.091631413911","20160213",0.915030652663111
"BNL11101","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","361.504956426575","20160314",0.935128137132783
"BNL10434","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","85.7663816045068","20160213",0.903117110527412
"BNL11102","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","291.757292897616","20160314",0.922377903159406
"BNL10435","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","87.5551454564461","20160213",0.925329636878892
"BNL11103","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","126.048861658052","20160314",0.92285792489658
"BNL10436","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","86.945225858678","20160213",0.940496006563391
"BNL11104","PA-PNM","SE_PSRPlus","LUEHSE","Luehea","seemannii","sunlit","249.813142500034","20160314",0.942404242709718
"BNL10437","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","110.613092426995","20160213",0.945416392702555
"BNL11106","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","87.7782593927546","20160314",0.892430043721941
"BNL10438","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","162.838267287405","20160213",0.951469559598185
"BNL11110","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","161.449125266535","20160314",0.910699281245168
"BNL10439","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","296.230075873799","20160213",0.946341020485439
"BNL11114","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","310.810171946257","20160314",0.907552047240167
"BNL10440","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","188.386814470754","20160213",0.946080988311266
"BNL11115","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","107.804133372129","20160314",0.879161212159477
"BNL10441","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","278.357209180944","20160213",0.944854317624191
"BNL11116","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","156.313883042588","20160314",0.821896596627131
"BNL10442","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","101.169635280879","20160213",0.947528981082743
"BNL11117","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","20.5773967970479","20160314",0.893285989447813
"BNL10443","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","93.5127804868738","20160213",0.89003834111417
"BNL11118","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","108.105211756279","20160314",0.89076532167183
