"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL10991","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","121.748950110896","20160314",0.915907056654077
"BNL10401","PA-PNM","SVC_HR-1024i","ALBIAD","Albizia","adinocephala","sunlit","80.4439434395519","20160213",0.8985372730773
"BNL11004","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","175.026670948942","20160314",0.845795521491825
"BNL10402","PA-PNM","SVC_HR-1024i","CAL2CA","Calycophyllum","candidissimum","sunlit","126.151706379077","20160213",0.914527582185366
"BNL11055","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","115.346330886994","20160314",0.877703608951896
"BNL10403","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","134.313416060925","20160213",0.877997513680514
"BNL11062","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","100.185000848391","20160314",0.809154859557128
"BNL10404","PA-PNM","SVC_HR-1024i","CAL2CA","Calycophyllum","candidissimum","sunlit","127.259674655176","20160213",0.924591640201212
"BNL11063","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","105.869943173515","20160314",0.935800454983837
"BNL10405","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","102.614697977629","20160213",0.910618529372344
"BNL11064","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","84.2156242964871","20160314",0.924349572746892
"BNL10406","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","122.351325260659","20160213",0.915402847004266
"BNL11065","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","102.073019839183","20160314",0.875487663918933
"BNL10407","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","128.370816055707","20160213",0.907655553139578
"BNL11066","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","84.3970996618613","20160314",0.862502279940391
"BNL10408","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","118.62153397545","20160213",0.944804699271843
"BNL11070","PA-PNM","SE_PSRPlus","LUEHSE","Luehea","seemannii","sunlit","395.413749496219","20160314",0.945141118115988
"BNL10409","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","69.4999164605506","20160213",0.929184731593095
"BNL11071","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","56.4696557926499","20160314",0.905095946874073
"BNL10410","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","133.420806500807","20160213",0.900665702802889
"BNL11072","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","375.846628173297","20160314",0.905233575337723
"BNL10411","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","109.564346998494","20160213",0.903254149885242
"BNL11073","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","121.473320213813","20160314",0.866932629469227
"BNL10412","PA-PNM","SVC_HR-1024i","FICUIN","Ficus","insipida","sunlit","118.470196843671","20160213",0.946598307571718
"BNL11074","PA-PNM","SE_PSRPlus","ANTITR","Pittoniotis","trichantha","sunlit","256.481175878349","20160314",0.873279776286299
"BNL10413","PA-PNM","SVC_HR-1024i","CASTEL","Castilla","elastica","sunlit","103.761264202707","20160213",0.920294534234589
"BNL11076","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","526.027259460979","20160314",0.905563943411419
"BNL10414","PA-PNM","SVC_HR-1024i","ANTITR","Pittoniotis","trichantha","sunlit","133.914796364898","20160213",0.899986926171959
"BNL11077","PA-PNM","SE_PSRPlus","ANACEX","Anacardium","excelsum","sunlit","87.3633489895614","20160314",0.918163128474414
"BNL10415","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","421.883163287182","20160213",0.95078613771085
"BNL11078","PA-PNM","SE_PSRPlus","CAL2CA","Calycophyllum","candidissimum","sunlit","687.691196240707","20160314",0.916421231082263
"BNL10416","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","285.515325560296","20160213",0.953030505877147
"BNL11079","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","270.5073798534","20160314",0.929216569566364
"BNL10417","PA-PNM","SVC_HR-1024i","CAL2CA","Calycophyllum","candidissimum","sunlit","111.589327630794","20160213",0.912667961529585
"BNL11081","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","52.613683765227","20160314",0.911278766797774
"BNL10418","PA-PNM","SVC_HR-1024i","CORDAL","Cordia","alliodora","sunlit","306.595945321738","20160213",0.891495334729687
"BNL11082","PA-PNM","SE_PSRPlus","FICUIN","Ficus","insipida","sunlit","40.1575240873325","20160314",0.909346673631578
"BNL10419","PA-PNM","SVC_HR-1024i","CORDAL","Cordia","alliodora","sunlit","143.66634134688","20160213",0.915521182168511
"BNL11083","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","92.2419763909726","20160314",0.897411634197498
"BNL10420","PA-PNM","SVC_HR-1024i","CORDAL","Cordia","alliodora","sunlit","210.080463864323","20160213",0.913107809072172
"BNL11087","PA-PNM","SE_PSRPlus","CASTEL","Castilla","elastica","sunlit","86.9771004032866","20160314",0.888020025474641
"BNL10421","PA-PNM","SVC_HR-1024i","ALBIAD","Albizia","adinocephala","sunlit","79.9962507401958","20160213",0.846722134427802
"BNL11090","PA-PNM","SE_PSRPlus","ALBIAD","Albizia","adinocephala","sunlit","104.998439478427","20160314",0.899912554880564
"BNL10422","PA-PNM","SVC_HR-1024i","ALBIAD","Albizia","adinocephala","sunlit","123.428039385009","20160213",0.88367153876569
"BNL11092","PA-PNM","SE_PSRPlus","CORDAL","Cordia","alliodora","sunlit","293.665316877548","20160314",0.926610525028344
"BNL10423","PA-PNM","SVC_HR-1024i","LUEHSE","Luehea","seemannii","sunlit","323.774443909577","20160213",0.952954759127257
